Date,residual
2024-12-31,-1.1514607835298305
2025-01-01,-0.2347322437614765
2025-01-02,1.5846161369868745
2025-01-03,0.2673888723090099
2025-01-04,0.5676811017671708
2025-01-05,0.12430547275934409
2025-01-06,0.8592694197488003
2025-01-07,-2.195695363478673
2025-01-08,1.2088496385478231
2025-01-09,0.3979504448027267
2025-01-10,-1.4806248816771694
2025-01-11,1.390751356843882
2025-01-12,0.5513907082233236
2025-01-13,0.205837203220973
2025-01-14,-0.545252027320214
2025-01-15,-1.9043841155037755
2025-01-16,-1.0349483892942626
2025-01-17,-0.7406549129785859
2025-01-18,-0.22781559592266587
2025-01-19,-0.23806463665512018
2025-01-20,0.05383945858507285
2025-01-21,1.2404702441385838
2025-01-22,-0.7893741032272346
2025-01-23,-0.05309128754913561
2025-01-24,0.41864613616898383
2025-01-25,2.050464132621511
2025-01-26,0.7868904174650216
2025-01-27,-0.97000559885722
2025-01-28,0.11491378309590883
2025-01-29,-1.2622880667802077
2025-01-30,-0.33891834459094794
2025-01-31,-0.2388477706081562
2025-02-01,-0.009123899252579254
2025-02-02,-0.22828707547011373
2025-02-03,0.05143308750642298
2025-02-04,-1.1970013648179836
2025-02-05,-0.7071357810830904
2025-02-06,-0.7401177902324929
2025-02-07,-0.41074984263317915
2025-02-08,-0.5668377942357898
2025-02-09,-0.31484548049638805
2025-02-10,-0.21331503516015865
2025-02-11,0.05416862958702315
2025-02-12,0.007893071551360376
2025-02-13,0.12487197961672827
2025-02-14,0.02848005290169528
2025-02-15,0.31496005899897805
2025-02-16,0.19152631972220718
2025-02-17,0.1616482367825453
2025-02-18,0.0659377317970892
2025-02-19,0.3462010698638436
2025-02-20,-0.21559054268209643
2025-02-21,-0.06780096493758048
2025-02-22,-0.07726657215006538
2025-02-23,-0.006329231783897132
2025-02-24,0.01819747309333245
2025-02-25,0.1044256593258549
2025-02-26,0.35131573690087337
2025-02-27,0.36825145825246947
2025-02-28,0.33227933675693516
2025-03-01,0.28683326870031095
2025-03-02,-0.0705011489495885
2025-03-03,0.09530297914128832
2025-03-04,0.19160819225349943
2025-03-05,-0.08280970956851744
2025-03-06,-0.4532134591580797
2025-03-07,-0.27904784576337927
2025-03-08,-0.0973779072712832
2025-03-09,0.013095410475669353
2025-03-10,-0.1019155787856309
2025-03-11,-0.46354822070503304
2025-03-12,-0.3062658453972341
2025-03-13,-0.20277259165944325
2025-03-14,-0.07031893235639211
2025-03-15,-0.06635046136642148
2025-03-16,-0.027114762951250523
2025-03-17,-0.05064173220409118
2025-03-18,-0.25083006539682096
